Date,KO,PEP
2015-07-22,29.82069969177246,72.22592163085938
2015-07-23,29.776952743530273,72.0029525756836
2015-07-24,29.485309600830078,71.49004364013672
2015-07-27,29.558225631713867,71.10354614257812
2015-07-28,29.565509796142578,71.43803405761719
2015-07-29,29.594667434692383,71.75022888183594
2015-07-30,29.57280158996582,71.82453918457031
2015-07-31,29.951948165893555,71.61643981933594
2015-08-03,30.287334442138672,72.43404388427734
2015-08-04,30.51335906982422,72.70165252685547
2015-08-05,30.710214614868164,73.72738647460938
2015-08-06,30.564393997192383,73.69764709472656
2015-08-07,30.45502471923828,73.66048431396484
2015-08-10,30.3894100189209,73.65304565429688
2015-08-11,30.243581771850586,73.3037109375
2015-08-12,30.083187103271484,73.12532043457031
2015-08-13,29.966527938842773,73.43004608154297
2015-08-14,30.075889587402344,73.75711822509766
2015-08-17,30.148805618286133,74.22538757324219
2015-08-18,30.112350463867188,74.15848541259766
2015-08-19,29.733200073242188,73.57872772216797
2015-08-20,29.565509796142578,72.8280258178711
2015-08-21,28.821815490722656,71.54210662841797
2015-08-24,27.983339309692383,68.25672149658203
2015-08-25,27.698993682861328,66.62891387939453
2015-08-26,28.238527297973633,68.7472915649414
2015-08-27,28.632251739501953,69.5723648071289
2015-08-28,28.763492584228516,69.52035522460938
2015-08-31,28.668701171875,69.07434844970703
2015-09-01,28.253108978271484,67.88509368896484
2015-09-02,28.36247444152832,68.64389038085938
2015-09-03,28.552043914794922,69.01092529296875
2015-09-04,28.08541488647461,68.10456085205078
2015-09-08,28.36247444152832,69.19071197509766
2015-09-09,27.925004959106445,68.03714752197266
2015-09-10,28.012514114379883,68.20944213867188
2015-09-11,28.041927337646484,68.62890625
2015-09-14,28.019859313964844,68.31429290771484
2015-09-15,28.314029693603516,68.9584732055664
2015-09-16,28.792055130004883,69.71504211425781
2015-09-17,28.961206436157227,69.93975067138672
2015-09-18,28.667036056518555,69.7000732421875
2015-09-21,28.82146644592285,70.1944351196289
2015-09-22,28.527307510375977,69.19071197509766
2015-09-23,28.5052433013916,69.2131576538086
2015-09-24,28.792055130004883,69.26559448242188
2015-09-25,29.137693405151367,70.01465606689453
2015-09-28,29.071517944335938,69.26559448242188
2015-09-29,29.167123794555664,69.69255065917969
2015-09-30,29.50541877746582,70.63639831542969
2015-10-01,29.27009391784668,70.29930114746094
2015-10-02,29.70398712158203,70.5315170288086
2015-10-05,30.159950256347656,71.76744079589844
2015-10-06,30.123178482055664,72.71127319335938
2015-10-07,30.535024642944336,73.79741668701172
2015-10-08,30.873329162597656,74.13449096679688
2015-10-09,30.902738571166992,74.50901794433594
2015-10-12,30.88802719116211,74.26185607910156
2015-10-13,30.630630493164062,73.34799194335938
2015-10-14,30.652694702148438,73.02588653564453
2015-10-15,30.829195022583008,73.61763763427734
2015-10-16,30.902738571166992,74.68131256103516
2015-10-19,30.88067054748535,75.04088592529297
2015-10-20,31.101318359375,75.10828399658203
2015-10-21,31.027772903442383,75.09329223632812
2015-10-22,31.79996109008789,77.21314239501953
2015-10-23,31.46902084350586,76.72625732421875
2015-10-26,31.321928024291992,76.80866241455078
2015-10-27,31.336650848388672,77.10826873779297
2015-10-28,31.424894332885742,76.9584732055664
2015-10-29,31.46902084350586,77.00341033935547
2015-10-30,31.145429611206055,76.54646301269531
2015-11-02,31.06453514099121,75.95471954345703
2015-11-03,31.005701065063477,75.59516906738281
2015-11-04,30.865964889526367,75.37044525146484
2015-11-05,31.130722045898438,75.36295318603516
2015-11-06,30.858612060546875,74.6962890625
2015-11-09,30.54973602294922,74.06709289550781
2015-11-10,30.71887969970703,74.02963256835938
2015-11-11,30.917438507080078,74.47906494140625
2015-11-12,30.57914924621582,73.68507385253906
2015-11-13,30.432058334350586,73.43788146972656
2015-11-16,30.858612060546875,74.57644653320312
2015-11-17,30.645336151123047,74.02963256835938
2015-11-18,31.093948364257812,75.10828399658203
2015-11-19,31.704357147216797,75.60264587402344
2015-11-20,31.204273223876953,74.98091888427734
2015-11-23,31.594045639038086,75.5427474975586
2015-11-24,31.888219833374023,75.37793731689453
2015-11-25,31.888219833374023,75.28054809570312
2015-11-27,31.97713851928711,75.46033477783203
2015-11-30,31.584383010864258,75.02587127685547
2015-12-01,31.784460067749023,75.70001983642578
2015-12-02,31.695541381835938,75.03852081298828
2015-12-03,31.465795516967773,74.74432373046875
2015-12-04,32.08089828491211,76.23030853271484
2015-12-07,32.014198303222656,75.93614196777344
2015-12-08,31.873394012451172,75.5589828491211
2015-12-09,31.6140193939209,74.77448272705078
2015-12-10,31.688127517700195,74.60102081298828
2015-12-11,31.325010299682617,73.75618743896484
2015-12-14,31.458398818969727,73.88443756103516
2015-12-15,31.917850494384766,74.97061920166016
2015-12-16,32.48847961425781,76.24539947509766
2015-12-17,32.229103088378906,75.58161163330078
2015-12-18,31.495441436767578,73.84671020507812
2015-12-21,31.702939987182617,74.38980865478516
2015-12-22,32.08089828491211,75.2798843383789
2015-12-23,32.36249542236328,75.91350555419922
2015-12-24,32.26615905761719,75.83808898925781
2015-12-28,32.229103088378906,75.94368743896484
2015-12-29,32.39213943481445,76.52449798583984
2015-12-30,32.28839111328125,76.29822540283203
2015-12-31,31.836341857910156,75.37039947509766
2016-01-04,31.421340942382812,74.5029525756836
2016-01-05,31.532508850097656,75.015869140625
2016-01-06,31.362049102783203,75.03852081298828
2016-01-07,30.843303680419922,73.59779357910156
2016-01-08,30.761795043945312,73.32624053955078
2016-01-11,30.813655853271484,73.49972534179688
2016-01-12,31.213848114013672,73.63550567626953
2016-01-13,31.013755798339844,72.7906723022461
2016-01-14,31.035985946655273,72.27019500732422
2016-01-15,30.754375457763672,70.85210418701172
2016-01-19,31.065629959106445,72.24004364013672
2016-01-20,30.665451049804688,70.73140716552734
2016-01-21,30.672861099243164,71.25944519042969
2016-01-22,31.16937828063965,72.30036926269531
2016-01-25,31.24347686767578,72.36825561523438
2016-01-26,31.184202194213867,72.65489959716797
2016-01-27,31.191608428955078,72.36825561523438
2016-01-28,31.547319412231445,73.50727081298828
2016-01-29,31.806692123413086,74.9027328491211
2016-02-01,31.86598014831543,74.69905853271484
2016-02-02,31.45097541809082,74.08053588867188
2016-02-03,31.658485412597656,74.4652328491211
2016-02-04,31.517683029174805,73.4620132446289
2016-02-05,31.45097541809082,73.40919494628906
2016-02-08,31.606597900390625,73.5600814819336
2016-02-09,32.088294982910156,74.13333892822266
2016-02-10,31.532508850097656,73.63550567626953
2016-02-11,31.428754806518555,73.0924072265625
2016-02-12,31.947507858276367,74.29174041748047
2016-02-16,32.132774353027344,74.37471008300781
2016-02-17,32.229103088378906,75.09130096435547
2016-02-18,32.31803512573242,75.14410400390625
2016-02-19,32.436607360839844,75.11394500732422
2016-02-22,32.56258773803711,75.33268737792969
2016-02-23,32.3773193359375,75.0837631225586
2016-02-24,32.540348052978516,75.18938446044922
2016-02-25,32.725624084472656,75.93614196777344
2016-02-26,31.9697322845459,74.19367980957031
2016-02-29,31.962329864501953,73.78633880615234
2016-03-01,32.3773193359375,74.74432373046875
2016-03-02,32.436607360839844,74.70103454589844
2016-03-03,32.57740020751953,75.33158111572266
2016-03-04,32.68857192993164,75.9697265625
2016-03-07,32.614479064941406,75.39996337890625
2016-03-08,32.84418869018555,75.77220153808594
2016-03-09,33.207313537597656,76.12163543701172
2016-03-10,33.51856231689453,76.56226348876953
2016-03-11,33.7575569152832,76.96492767333984
2016-03-14,33.82477951049805,76.46353149414062
2016-03-15,33.78742980957031,76.84337615966797
2016-03-16,33.64552688598633,76.60026550292969
2016-03-17,34.183265686035156,77.39035034179688
2016-03-18,34.056297302246094,76.94972229003906
2016-03-21,34.10857009887695,77.13965606689453
2016-03-22,33.98162078857422,76.55467987060547
2016-03-23,33.95174026489258,76.58505249023438
2016-03-24,34.04137420654297,76.48629760742188
2016-03-28,34.205665588378906,76.7142333984375
2016-03-29,34.713523864746094,77.010498046875
2016-03-30,34.7881965637207,78.01331329345703
2016-03-31,34.64630889892578,77.85376739501953
2016-04-01,34.974918365478516,78.84137725830078
2016-04-04,35.01974105834961,78.87175750732422
2016-04-05,34.7508659362793,78.32477569580078
2016-04-06,34.88529968261719,78.94770812988281
2016-04-07,34.6239128112793,78.70462036132812
2016-04-08,35.004798889160156,79.82897186279297
2016-04-11,34.683650970458984,79.23643493652344
2016-04-12,34.84048843383789,79.69984436035156
2016-04-13,34.384910583496094,79.09967803955078
2016-04-14,34.22806930541992,78.37036895751953
2016-04-15,34.42972183227539,78.83377838134766
2016-04-18,34.51934051513672,78.7957763671875
2016-04-19,34.80314636230469,79.25161743164062
2016-04-20,33.13768005371094,77.82335662841797
2016-04-21,32.6074104309082,76.72181701660156
2016-04-22,33.26463317871094,77.47393035888672
2016-04-25,33.391597747802734,78.09687042236328
2016-04-26,33.25716781616211,77.9449462890625
2016-04-27,33.36919021606445,77.96773529052734
2016-04-28,33.33184814453125,78.22602844238281
2016-04-29,33.45881271362305,78.21841430664062
2016-05-02,33.59325408935547,78.57550811767578
2016-05-03,33.48868942260742,78.67424011230469
2016-05-04,33.59325408935547,79.0237045288086
2016-05-05,33.652992248535156,79.1680679321289
2016-05-06,33.84717559814453,79.7378158569336
2016-05-09,33.78742980957031,79.9809341430664
2016-05-10,34.16831970214844,80.96092987060547
2016-05-11,33.95174026489258,80.315185546875
2016-05-12,34.22806930541992,80.60386657714844
2016-05-13,33.86957550048828,79.145263671875
2016-05-16,34.071231842041016,79.10726928710938
2016-05-17,33.42148208618164,77.77021026611328
2016-05-18,33.21983337402344,76.66104125976562
2016-05-19,33.10032653808594,76.98011779785156
2016-05-20,32.82399368286133,76.04570007324219
2016-05-23,32.83893966674805,76.28878021240234
2016-05-24,33.13768005371094,76.79779815673828
2016-05-25,33.145137786865234,76.79779815673828
2016-05-26,33.37666320800781,77.41315460205078
2016-05-27,33.443878173828125,77.45872497558594
2016-05-31,33.309444427490234,76.85856628417969
2016-06-01,33.38412857055664,77.74105834960938
2016-06-02,33.399078369140625,78.0701675415039
2016-06-03,33.6380615234375,78.47582244873047
2016-06-06,33.884521484375,78.60596466064453
2016-06-07,33.84717559814453,78.44522094726562
2016-06-08,34.018951416015625,78.97335052490234
2016-06-09,34.17578887939453,79.34072875976562
2016-06-10,34.347572326660156,79.07281494140625
2016-06-13,33.956233978271484,78.8814926147461
2016-06-14,33.896026611328125,79.01162719726562
2016-06-15,33.87344741821289,78.72842407226562
2016-06-16,34.09921646118164,79.48615264892578
2016-06-17,33.7078742980957,79.14938354492188
2016-06-20,33.850868225097656,79.1187744140625
2016-06-21,33.96376419067383,79.6622085571289
2016-06-22,33.76055908203125,79.40196228027344
2016-06-23,33.926124572753906,79.937744140625
2016-06-24,33.0606689453125,78.05488586425781
2016-06-27,32.94776916503906,78.169677734375
2016-06-28,33.24881362915039,78.17733001708984
2016-06-29,33.444480895996094,78.92743682861328
2016-06-30,34.11427307128906,81.0858383178711
2016-07-01,33.956233978271484,80.84856414794922
2016-07-05,34.18953323364258,81.45323181152344
2016-07-06,34.06910705566406,81.07051086425781
2016-07-07,33.93363952636719,82.2721939086914
2016-07-08,34.151893615722656,82.86917114257812
2016-07-11,34.29487609863281,83.35904693603516
2016-07-12,34.30241012573242,83.26720428466797
2016-07-13,34.4228401184082,84.12444305419922
2016-07-14,34.38519287109375,84.16270446777344
2016-07-15,34.34004211425781,83.93312072753906
2016-07-18,34.34004211425781,83.58866882324219
2016-07-19,34.34004211425781,83.83358001708984
2016-07-20,34.24973678588867,83.36671447753906
2016-07-21,34.204586029052734,83.10648345947266
2016-07-22,34.49056625366211,83.57335662841797
2016-07-25,34.29487609863281,83.4432601928711
2016-07-26,33.775611877441406,82.81562042236328
2016-07-27,32.66180419921875,82.26455688476562
2016-07-28,32.849937438964844,82.76203918457031
2016-07-29,32.83489227294922,83.36671447753906
2016-08-01,32.69942092895508,83.3743896484375
2016-08-02,32.75962829589844,83.21363830566406
2016-08-03,32.8424072265625,82.69315338134766
2016-08-04,32.74457550048828,82.9840087890625
2016-08-05,32.72200393676758,83.16770935058594
2016-08-08,32.6919059753418,82.76970672607422
2016-08-09,32.714481353759766,82.87686920166016
2016-08-10,32.81983947753906,83.2901611328125
2016-08-11,32.925201416015625,83.02993774414062
2016-08-12,33.135921478271484,83.11412811279297
2016-08-15,33.293968200683594,83.21363830566406
2016-08-16,32.98540496826172,82.66255187988281
2016-08-17,33.158504486083984,83.02227020263672
2016-08-18,33.1885986328125,82.87686920166016
2016-08-19,33.053138732910156,82.79267120361328
2016-08-22,32.91767120361328,82.6319351196289
2016-08-23,33.00046157836914,82.5706787109375
2016-08-24,33.00046157836914,82.74674987792969
2016-08-25,32.8649787902832,82.5706787109375
2016-08-26,32.60158920288086,82.2415771484375
2016-08-29,32.76715850830078,82.65489196777344
2016-08-30,32.5413818359375,82.05787658691406
2016-08-31,32.68437194824219,82.28374481201172
2016-09-01,32.624168395996094,82.69998168945312
2016-09-02,32.85747146606445,83.14703369140625
2016-09-06,32.95530319213867,83.1855697631836
2016-09-07,32.8424072265625,82.63831329345703
2016-09-08,32.83489227294922,82.38394165039062
2016-09-09,31.81138801574707,80.20255279541016
2016-09-12,32.503761291503906,81.72101593017578
2016-09-13,32.07887649536133,80.6187744140625
2016-09-14,31.949893951416016,80.97335815429688
2016-09-15,32.139583587646484,81.30480194091797
2016-09-16,31.972652435302734,81.15064239501953
2016-09-19,31.942302703857422,81.45125579833984
2016-09-20,32.124393463134766,81.93687438964844
2016-09-21,32.26854705810547,82.5766372680664
2016-09-22,32.59480667114258,83.10848999023438
2016-09-23,32.42788314819336,82.7385025024414
2016-09-26,31.904359817504883,82.49955749511719
2016-09-27,32.3140754699707,82.8541259765625
2016-09-28,31.980228424072266,82.76936340332031
2016-09-29,31.88918113708496,83.06224060058594
2016-09-30,32.109214782714844,83.84075927734375
2016-10-03,31.88918113708496,83.43993377685547
2016-10-04,31.74502944946289,82.55353546142578
2016-10-05,31.72228240966797,81.71333312988281
2016-10-06,31.646394729614258,82.01396179199219
2016-10-07,31.661571502685547,81.69791412353516
2016-10-10,31.661571502685547,81.87521362304688
2016-10-11,31.517417907714844,81.37417602539062
2016-10-12,31.699508666992188,81.76728820800781
2016-10-13,31.684328079223633,81.64395904541016
2016-10-14,31.61604881286621,82.34539794921875
2016-10-17,31.562942504882812,82.36083221435547
2016-10-18,31.84366798400879,82.43787384033203
2016-10-19,31.904359817504883,81.90602111816406
2016-10-20,31.813318252563477,81.60543060302734
2016-10-21,31.965065002441406,81.4127197265625
2016-10-24,32.29132080078125,82.71536254882812
2016-10-25,32.27613830566406,82.65370178222656
2016-10-26,32.20026397705078,82.53036499023438
2016-10-27,31.957473754882812,82.19121551513672
2016-10-28,32.040931701660156,82.53036499023438
2016-10-31,32.169918060302734,82.6305923461914
2016-11-01,31.957473754882812,82.2529067993164
2016-11-02,31.904359817504883,82.2529067993164
2016-11-03,31.88918113708496,82.19121551513672
2016-11-04,31.631227493286133,81.55915832519531
2016-11-07,32.215431213378906,82.44561767578125
2016-11-08,32.53411102294922,83.80221557617188
2016-11-09,32.0712890625,82.66911315917969
2016-11-10,31.06218147277832,79.58589935302734
2016-11-11,31.13046646118164,79.53966522216797
2016-11-14,31.23668670654297,78.15220642089844
2016-11-15,31.441545486450195,78.50677490234375
2016-11-16,31.30496597290039,78.39884185791016
2016-11-17,31.19875144958496,78.32948303222656
2016-11-18,31.0394287109375,78.09053802490234
2016-11-21,31.380844116210938,78.82279205322266
2016-11-22,31.388429641723633,79.30842590332031
2016-11-23,31.19875144958496,78.2601089477539
2016-11-25,31.50982666015625,78.75342559814453
2016-11-28,31.676742553710938,79.23131561279297
2016-11-29,31.485462188720703,79.03864288330078
2016-11-30,30.873355865478516,77.72866821289062
2016-12-01,30.735626220703125,76.89778137207031
2016-12-02,30.880996704101562,78.1169204711914
2016-12-05,31.079944610595703,78.20231628417969
2016-12-06,31.04167366027832,78.8546142578125
2016-12-07,31.592592239379883,79.83299255371094
2016-12-08,31.355396270751953,79.32048797607422
2016-12-09,32.13582229614258,80.42314147949219
2016-12-12,32.059322357177734,81.31612396240234
2016-12-13,31.952198028564453,82.02274322509766
2016-12-14,31.531362533569336,81.12201690673828
2016-12-15,31.79152488708496,81.76652526855469
2016-12-16,31.936887741088867,82.20912170410156
2016-12-19,31.883331298828125,81.8519287109375
2016-12-20,31.875688552856445,81.4559097290039
2016-12-21,31.806814193725586,81.30058288574219
2016-12-22,31.79152488708496,81.80532836914062
2016-12-23,31.82977294921875,81.60342407226562
2016-12-27,31.837421417236328,81.6344985961914
2016-12-28,31.669099807739258,81.23847961425781
2016-12-29,31.82977294921875,81.5257797241211
2016-12-30,31.722658157348633,81.24623107910156
2017-01-03,31.982805252075195,81.26179504394531
2017-01-04,31.86802864074707,81.41707611083984
2017-01-05,31.944536209106445,81.30838012695312
2017-01-06,31.936887741088867,81.19188690185547
2017-01-09,31.615541458129883,80.33771514892578
2017-01-10,31.401302337646484,79.18074035644531
2017-01-11,31.408950805664062,79.0564956665039
2017-01-12,31.332439422607422,79.07978057861328
2017-01-13,31.27887725830078,78.8546142578125
2017-01-17,31.539024353027344,79.35157775878906
2017-01-18,31.592592239379883,79.77863311767578
2017-01-19,31.477802276611328,79.48356628417969
2017-01-20,31.615541458129883,80.16690826416016
2017-01-23,31.699703216552734,80.76481628417969
2017-01-24,32.059322357177734,81.30838012695312
2017-01-25,32.22764587402344,81.23070526123047
2017-01-26,31.99045753479004,80.86575317382812
2017-01-27,31.71500015258789,80.35326385498047
2017-01-30,31.661439895629883,80.51632690429688
2017-01-31,31.806814193725586,80.58621215820312
2017-02-01,31.56962776184082,79.98832702636719
2017-02-02,31.676746368408203,80.78034973144531
2017-02-03,31.783864974975586,81.61895751953125
2017-02-06,31.79917335510254,81.19965362548828
2017-02-07,32.059322357177734,82.0072250366211
2017-02-08,32.151126861572266,82.06936645507812
2017-02-09,31.561981201171875,82.28675842285156
2017-02-10,31.049335479736328,82.38772583007812
2017-02-13,31.079944610595703,82.71385192871094
2017-02-14,31.011077880859375,83.02447509765625
2017-02-15,30.942209243774414,82.87693786621094
2017-02-16,31.523723602294922,83.9562759399414
2017-02-17,31.54667091369629,83.97956848144531
2017-02-21,31.722658157348633,84.91915893554688
2017-02-22,31.82977294921875,84.95796966552734
2017-02-23,31.875688552856445,85.05891418457031
2017-02-24,31.96749496459961,85.28408813476562
2017-02-27,31.883331298828125,84.8492660522461
2017-02-28,32.10521697998047,85.71117401123047
2017-03-01,32.25825500488281,85.79171752929688
2017-03-02,32.495452880859375,86.08879852294922
2017-03-03,32.50309753417969,86.44062805175781
2017-03-06,32.2735481262207,85.71353912353516
2017-03-07,32.1281852722168,85.47115325927734
2017-03-08,32.1281852722168,85.45552062988281
2017-03-09,32.158782958984375,85.23660278320312
2017-03-10,32.35771942138672,85.6822509765625
2017-03-13,32.44261932373047,85.5415267944336
2017-03-14,32.39632034301758,85.48680114746094
2017-03-15,32.5120964050293,86.87067413330078
2017-03-16,32.61244201660156,86.89410400390625
2017-03-17,32.44261932373047,87.08956909179688
2017-03-20,32.558406829833984,86.90192413330078
2017-03-21,32.805416107177734,87.38668823242188
2017-03-22,32.71279525756836,87.58214569091797
2017-03-23,32.55069351196289,87.39447784423828
2017-03-24,32.5120964050293,87.66032409667969
2017-03-27,32.666465759277344,87.43359375
2017-03-28,32.751380920410156,87.9183349609375
2017-03-29,32.74366760253906,87.9026870727539
2017-03-30,32.88261032104492,87.70724487304688
2017-03-31,32.759098052978516,87.45703887939453
2017-04-03,32.73594665527344,87.45703887939453
2017-04-04,32.94435501098633,87.6290283203125
2017-04-05,32.85945129394531,87.51958465576172
2017-04-06,32.9366455078125,87.23812103271484
2017-04-07,32.89032745361328,87.2615737915039
2017-04-10,32.95207595825195,87.58214569091797
2017-04-11,32.928916931152344,87.35539245605469
2017-04-12,33.145050048828125,88.82525634765625
2017-04-13,33.02926254272461,88.09815979003906
2017-04-17,33.24539566040039,88.59851837158203
2017-04-18,33.56187438964844,89.34912109375
2017-04-19,33.36890411376953,88.83309173583984
2017-04-20,33.26082992553711,88.80962371826172
2017-04-21,33.24539566040039,88.68453216552734
2017-04-24,33.40748977661133,89.38037109375
2017-04-25,33.27626419067383,89.25528717041016
2017-04-26,33.376617431640625,88.60635375976562
2017-04-27,33.19908142089844,88.06686401367188
2017-04-28,33.30714797973633,88.5672607421875
2017-05-01,33.361175537109375,87.78543090820312
2017-05-02,33.492408752441406,87.79322814941406
2017-05-03,33.438377380371094,87.40229797363281
2017-05-04,33.70082092285156,88.31707000732422
2017-05-05,33.72397232055664,88.52035522460938
2017-05-08,33.87834548950195,88.52035522460938
2017-05-09,33.585025787353516,88.1294174194336
2017-05-10,33.631343841552734,88.22322845458984
2017-05-11,33.70852279663086,88.37960052490234
2017-05-12,33.64678192138672,88.27798461914062
2017-05-15,33.75484848022461,89.08328247070312
2017-05-16,33.84748077392578,88.96598815917969
2017-05-17,33.909236907958984,88.9269027709961
2017-05-18,33.80887222290039,89.15363311767578
2017-05-19,33.88606643676758,88.88782501220703
2017-05-22,34.102195739746094,89.67748260498047
2017-05-23,34.26429748535156,89.95110321044922
2017-05-24,34.75828552246094,90.74077606201172
2017-05-25,35.0516242980957,91.89008331298828
2017-05-26,35.036190032958984,92.18718719482422
2017-05-30,35.06706619262695,92.265380859375
2017-05-31,35.097938537597656,92.00166320800781
2017-06-01,35.34494400024414,92.28504180908203
