Date,JPM,BAC
2015-06-26,52.145713806152344,14.049537658691406
2015-06-29,50.82223129272461,13.62990951538086
2015-06-30,51.2457389831543,13.734819412231445
2015-07-01,51.816654205322266,13.896215438842773
2015-07-02,51.39799880981445,13.742887496948242
2015-07-06,51.253360748291016,13.670260429382324
2015-07-07,50.84992218017578,13.468517303466797
2015-07-08,49.80702209472656,13.113441467285156
2015-07-09,50.32465362548828,13.299047470092773
2015-07-10,51.04021453857422,13.476585388183594
2015-07-13,51.83189010620117,13.734819412231445
2015-07-14,52.5550422668457,13.823585510253906
2015-07-15,52.66923904418945,14.267425537109375
2015-07-16,52.95090103149414,14.48531436920166
2015-07-17,52.684444427490234,14.606355667114258
2015-07-20,52.72251510620117,14.622493743896484
2015-07-21,52.6007194519043,14.590219497680664
2015-07-22,53.346736907958984,14.888799667358398
2015-07-23,53.01180648803711,14.670914649963379
2015-07-24,52.45608901977539,14.444958686828613
2015-07-27,51.77099609375,14.259355545043945
2015-07-28,51.80143737792969,14.428815841674805
2015-07-29,52.478919982910156,14.654775619506836
2015-07-30,52.5550422668457,14.63056468963623
2015-07-31,52.16682434082031,14.428815841674805
2015-08-03,52.16682434082031,14.340051651000977
2015-08-04,52.11354064941406,14.364259719848633
2015-08-05,52.31906509399414,14.420751571655273
2015-08-06,51.95367431640625,14.372329711914062
2015-08-07,51.80143737792969,14.32391357421875
2015-08-10,52.44087600708008,14.557940483093262
2015-08-11,51.93844985961914,14.356193542480469
2015-08-12,51.18484115600586,14.138311386108398
2015-08-13,51.42082595825195,14.21900463104248
2015-08-14,51.679630279541016,14.283568382263184
2015-08-17,51.816654205322266,14.340051651000977
2015-08-18,51.92323684692383,14.275496482849121
2015-08-19,51.45888900756836,14.089886665344238
2015-08-20,50.19525146484375,13.49272632598877
2015-08-21,48.41398620605469,12.992395401000977
2015-08-24,45.863868713378906,12.338739395141602
2015-08-25,45.60504913330078,12.314533233642578
2015-08-26,47.88872528076172,12.960119247436523
2015-08-27,49.08385467529297,13.266770362854004
2015-08-28,48.817420959472656,13.202213287353516
2015-08-31,48.794593811035156,13.186071395874023
2015-09-01,46.777347564697266,12.572766304016113
2015-09-02,47.629913330078125,12.831829071044922
2015-09-03,47.71364974975586,12.904691696166992
2015-09-04,46.815406799316406,12.66991138458252
2015-09-08,48.07903289794922,13.082801818847656
2015-09-09,47.333045959472656,12.872307777404785
2015-09-10,47.698429107666016,12.985649108886719
2015-09-11,47.622310638427734,12.985649108886719
2015-09-14,47.48529052734375,12.92088794708252
2015-09-15,48.39875411987305,13.204237937927246
2015-09-16,48.825035095214844,13.220425605773926
2015-09-17,47.6908073425293,12.839924812316895
2015-09-18,46.38911819458008,12.597049713134766
2015-09-21,46.777347564697266,12.710395812988281
2015-09-22,46.36628341674805,12.605147361755371
2015-09-23,46.16074752807617,12.726588249206543
2015-09-24,45.841033935546875,12.588956832885742
2015-09-25,46.792564392089844,12.86421012878418
2015-09-28,45.658348083496094,12.524188041687012
2015-09-29,45.55176544189453,12.427041053771973
2015-09-30,46.41194534301758,12.613245010375977
2015-10-01,46.75450134277344,12.588956832885742
2015-10-02,46.624149322509766,12.451325416564941
2015-10-05,47.551883697509766,12.70229721069336
2015-10-06,47.57489013671875,12.70229721069336
2015-10-07,47.63623809814453,12.750870704650879
2015-10-08,47.63623809814453,12.750870704650879
2015-10-09,47.48289489746094,12.613245010375977
2015-10-12,47.3218879699707,12.564668655395508
2015-10-13,47.191532135009766,12.564668655395508
2015-10-14,45.99545669555664,12.661819458007812
2015-10-15,47.45222091674805,13.107088088989258
2015-10-16,47.86624526977539,13.050416946411133
2015-10-19,47.705230712890625,13.066606521606445
2015-10-20,47.93525314331055,13.11518383026123
2015-10-21,47.582550048828125,12.872307777404785
2015-10-22,48.448951721191406,13.082801818847656
2015-10-23,48.97031021118164,13.374246597290039
2015-10-26,48.99332809448242,13.366151809692383
2015-10-27,48.79397201538086,13.277100563049316
2015-10-28,50.22006607055664,13.989526748657227
2015-10-29,49.99771499633789,13.835709571838379
2015-10-30,49.261680603027344,13.584739685058594
2015-11-02,50.25074768066406,13.811421394348145
2015-11-03,50.434749603271484,13.908568382263184
2015-11-04,50.48841857910156,13.770940780639648
2015-11-05,50.940799713134766,14.013815879821777
2015-11-06,52.48957443237305,14.531949996948242
2015-11-09,51.66917037963867,14.313360214233398
2015-11-10,51.89151382446289,14.4509916305542
2015-11-11,51.63849639892578,14.370030403137207
2015-11-12,50.60343933105469,14.062393188476562
2015-11-13,50.26608657836914,13.924763679504395
2015-11-16,50.99445724487305,14.110962867736816
2015-11-17,50.70309829711914,14.10287094116211
2015-11-18,51.71516036987305,14.442890167236328
2015-11-19,51.87617111206055,14.321457862854004
2015-11-20,51.7841796875,14.289070129394531
2015-11-23,51.27813720703125,14.143348693847656
2015-11-24,51.20146942138672,14.143348693847656
2015-11-25,51.26280212402344,14.119065284729004
2015-11-27,51.500484466552734,14.151442527770996
2015-11-30,51.12480163574219,14.110962867736816
2015-12-01,51.83784484863281,14.41860294342041
2015-12-02,51.10948181152344,14.304943084716797
2015-12-03,50.450096130371094,14.045148849487305
2015-12-04,52.05253601074219,14.45107650756836
2015-12-07,51.37015151977539,14.239998817443848
2015-12-08,50.5727653503418,13.955848693847656
2015-12-09,50.18939971923828,13.882780075073242
2015-12-10,50.30441665649414,13.963963508605957
2015-12-11,49.12366485595703,13.582388877868652
2015-12-14,49.277008056640625,13.639223098754883
2015-12-15,50.680110931396484,14.142576217651367
2015-12-16,51.77651596069336,14.41048812866211
2015-12-17,50.818115234375,14.045148849487305
2015-12-18,49.37669372558594,13.606746673583984
2015-12-21,50.25074768066406,13.777235984802246
2015-12-22,50.35808563232422,13.86654281616211
2015-12-23,51.16312789916992,14.077624320983887
2015-12-24,51.0634651184082,14.020792961120605
2015-12-28,50.89478302001953,13.90713882446289
2015-12-29,51.42381286621094,14.028914451599121
2015-12-30,51.0557861328125,13.842184066772461
2015-12-31,50.626441955566406,13.663576126098633
2016-01-04,49.105865478515625,13.338835716247559
2016-01-05,49.19077682495117,13.338835716247559
2016-01-06,48.480655670166016,13.054685592651367
2016-01-07,46.52012252807617,12.583805084228516
2016-01-08,45.47811508178711,12.340248107910156
2016-01-11,45.40864181518555,12.42955493927002
2016-01-12,45.50897979736328,12.42955493927002
2016-01-13,44.25856399536133,12.09669017791748
2016-01-14,44.9223747253418,12.169759750366211
2016-01-15,44.027015686035156,11.739474296569824
2016-01-19,44.003849029541016,11.560864448547363
2016-01-20,42.846065521240234,11.114339828491211
2016-01-21,42.645389556884766,10.846428871154785
2016-01-22,43.95755386352539,11.00880241394043
2016-01-25,42.961849212646484,10.521684646606445
2016-01-26,44.05788040161133,10.805835723876953
2016-01-27,44.027015686035156,10.846428871154785
2016-01-28,44.21226501464844,10.98444652557373
2016-01-29,45.92580032348633,11.4796781539917
2016-02-01,45.43180465698242,11.333544731140137
2016-02-02,44.01929473876953,10.740889549255371
2016-02-03,44.31260681152344,10.578518867492676
2016-02-04,45.076751708984375,10.757123947143555
2016-02-05,44.575035095214844,10.513565063476562
2016-02-08,43.64108657836914,9.961503982543945
2016-02-09,43.37865447998047,9.904674530029297
2016-02-10,42.85378646850586,9.726064682006836
2016-02-11,40.962730407714844,9.060340881347656
2016-02-12,44.37434768676758,9.701709747314453
2016-02-16,45.03815841674805,9.945265769958496
2016-02-17,45.36233901977539,10.196943283081055
2016-02-18,44.62135696411133,9.937149047851562
2016-02-19,44.62906265258789,9.847843170166016
2016-02-22,45.20796585083008,10.180706024169922
2016-02-23,43.31690216064453,9.872198104858398
2016-02-24,43.33233642578125,9.847843170166016
2016-02-25,44.003849029541016,10.002092361450195
2016-02-26,44.41294860839844,10.310601234436035
2016-02-29,43.45583724975586,10.164466857910156
2016-03-01,45.69422912597656,10.708414077758789
2016-03-02,46.1264762878418,10.928449630737305
2016-03-03,46.28085708618164,11.001794815063477
2016-03-04,46.350318908691406,11.034394264221191
2016-03-07,46.265411376953125,11.026243209838867
2016-03-08,45.370052337646484,10.64321517944336
2016-03-09,45.632484436035156,10.708414077758789
2016-03-10,45.23883819580078,10.814359664916992
2016-03-11,45.80229949951172,11.238129615783691
2016-03-14,45.632484436035156,11.115887641906738
2016-03-15,45.69422912597656,11.05884075164795
2016-03-16,45.47811508178711,10.846955299377441
2016-03-17,45.34689712524414,10.92029857635498
2016-03-18,46.682212829589844,11.238129615783691
2016-03-21,46.666778564453125,11.278873443603516
2016-03-22,46.4969596862793,11.213680267333984
2016-03-23,46.265411376953125,11.099586486816406
2016-03-24,45.91035842895508,11.148482322692871
2016-03-28,45.84861755371094,11.099586486816406
2016-03-29,45.563011169433594,10.936599731445312
2016-03-30,46.08788299560547,10.985493659973145
2016-03-31,45.70967483520508,11.018094062805176
2016-04-01,46.21137237548828,11.050691604614258
2016-04-04,46.03255081176758,11.009942054748535
2016-04-05,45.37937545776367,10.749161720275879
2016-04-06,45.72928237915039,10.814359664916992
2016-04-07,44.57069778442383,10.472078323364258
2016-04-08,44.897274017333984,10.496525764465332
2016-04-11,45.25495529174805,10.56987190246582
2016-04-12,46.09474563598633,10.814359664916992
2016-04-13,48.04645919799805,11.238129615783691
2016-04-14,48.668521881103516,11.523359298706055
2016-04-15,48.108673095703125,11.409266471862793
2016-04-18,48.419700622558594,11.547807693481445
2016-04-19,49.23616027832031,11.775995254516602
2016-04-20,49.95151901245117,12.167170524597168
2016-04-21,49.453880310058594,12.142721176147461
2016-04-22,49.74158477783203,12.313862800598145
2016-04-25,49.453880310058594,12.191617012023926
2016-04-26,49.71046829223633,12.297561645507812
2016-04-27,49.85043716430664,12.24051570892334
2016-04-28,49.453880310058594,12.053077697753906
2016-04-29,49.142852783203125,11.86563777923584
2016-05-02,49.60162353515625,12.036779403686523
2016-05-03,48.64518737792969,11.70264720916748
2016-05-04,47.87540054321289,11.515212059020996
2016-05-05,47.61879348754883,11.4500150680542
2016-05-06,47.89872360229492,11.498912811279297
2016-05-09,47.59546661376953,11.401114463806152
2016-05-10,48.2408447265625,11.653753280639648
2016-05-11,48.062015533447266,11.57225513458252
2016-05-12,48.030921936035156,11.523359298706055
2016-05-13,47.58770751953125,11.311471939086914
2016-05-16,47.945369720458984,11.352222442626953
2016-05-17,47.945369720458984,11.417418479919434
2016-05-18,49.7960090637207,11.971582412719727
2016-05-19,49.29057693481445,11.841190338134766
2016-05-20,49.38389205932617,11.833038330078125
2016-05-23,49.345027923583984,11.792295455932617
2016-05-24,50.18480682373047,11.963434219360352
2016-05-25,50.94682312011719,12.159021377563477
2016-05-26,50.56581497192383,11.979731559753418
2016-05-27,50.876834869384766,12.126420974731445
2016-05-31,50.7524299621582,12.053077697753906
2016-06-01,51.079010009765625,12.151204109191895
2016-06-02,51.17231369018555,12.216617584228516
2016-06-03,50.2625617980957,11.791411399841309
2016-06-06,50.76021194458008,11.873176574707031
2016-06-07,50.589149475097656,11.73416805267334
2016-06-08,50.736873626708984,11.799585342407227
2016-06-09,50.34809494018555,11.603334426879883
2016-06-10,49.64048767089844,11.308958053588867
2016-06-13,49.1972770690918,11.12088394165039
2016-06-14,48.2719612121582,10.842863082885742
2016-06-15,48.186431884765625,10.908279418945312
2016-06-16,48.38082504272461,10.883747100830078
2016-06-17,48.42747497558594,10.957341194152832
2016-06-20,48.497467041015625,11.071824073791504
2016-06-21,48.948455810546875,11.137237548828125
2016-06-22,48.761837005615234,11.129059791564941
2016-06-23,49.80380630493164,11.480674743652344
2016-06-24,46.343570709228516,10.630256652832031
2016-06-27,44.79619598388672,9.959734916687012
2016-06-28,46.281375885009766,10.384941101074219
2016-06-29,47.58770751953125,10.785623550415039
2016-06-30,48.31861877441406,10.85103988647461
2016-07-01,48.005165100097656,10.71202564239502
2016-07-05,46.665164947509766,10.417652130126953
2016-07-06,47.166683197021484,10.515777587890625
2016-07-07,47.47229766845703,10.638437271118164
2016-07-08,48.45184326171875,10.769268035888672
2016-07-11,48.79662322998047,10.801979064941406
2016-07-12,49.52540588378906,11.071824073791504
2016-07-13,49.49406051635742,10.9900484085083
2016-07-14,50.246337890625,11.161768913269043
2016-07-15,50.29336166381836,11.16994571685791
2016-07-18,50.1209602355957,11.53791618347168
2016-07-19,50.042598724365234,11.660575866699219
2016-07-20,50.09744644165039,11.775054931640625
2016-07-21,49.90937805175781,11.668752670288086
2016-07-22,50.18365478515625,11.758699417114258
2016-07-25,50.050418853759766,11.750521659851074
2016-07-26,50.25417709350586,11.881357192993164
2016-07-27,50.41090393066406,11.963130950927734
2016-07-28,50.23067092895508,12.00401496887207
2016-07-29,50.128807067871094,11.848645210266113
2016-08-01,49.99558639526367,11.717813491821289
2016-08-02,49.87802505493164,11.554272651672363
2016-08-03,50.66950225830078,11.840471267700195
2016-08-04,50.59114456176758,11.840471267700195
2016-08-05,51.954654693603516,12.306567192077637
2016-08-08,51.79792785644531,12.371984481811523
2016-08-09,51.61769485473633,12.421045303344727
2016-08-10,51.15535354614258,12.110319137573242
2016-08-11,51.29640579223633,12.16755485534668
2016-08-12,51.186702728271484,12.19208812713623
2016-08-15,51.500152587890625,12.282037734985352
2016-08-16,51.4923210144043,12.404693603515625
2016-08-17,51.63335418701172,12.388339042663574
2016-08-18,51.68037033081055,12.396514892578125
2016-08-19,51.60986328125,12.445579528808594
2016-08-22,51.562843322753906,12.412871360778809
2016-08-23,51.5393180847168,12.551880836486816
2016-08-24,51.68037033081055,12.592766761779785
2016-08-25,51.77442169189453,12.699066162109375
2016-08-26,51.891971588134766,12.91167163848877
2016-08-29,52.46401596069336,12.952560424804688
2016-08-30,52.895015716552734,13.238758087158203
2016-08-31,52.895015716552734,13.259299278259277
2016-09-01,52.66776657104492,13.127857208251953
2016-09-02,52.88716125488281,13.144285202026367
2016-09-06,52.847999572753906,12.96354866027832
2016-09-07,52.62857437133789,12.897830963134766
2016-09-08,52.69911193847656,13.029271125793457
2016-09-09,52.22893142700195,12.930688858032227
2016-09-12,52.55020523071289,13.062132835388184
2016-09-13,52.134891510009766,12.914260864257812
2016-09-14,52.03302764892578,12.840326309204102
2016-09-15,52.22108459472656,12.873186111450195
2016-09-16,51.578521728515625,12.725306510925293
2016-09-19,51.86845397949219,12.807462692260742
2016-09-20,52.08003616333008,12.81567668914795
2016-09-21,52.37782287597656,12.85675048828125
2016-09-22,52.8088264465332,12.81567668914795
2016-09-23,52.69911193847656,12.749953269958496
2016-09-26,51.54715347290039,12.396703720092773
2016-09-27,52.001670837402344,12.561005592346191
2016-09-28,52.275943756103516,12.634944915771484
2016-09-29,51.44530487060547,12.45421028137207
2016-09-30,52.181907653808594,12.85675048828125
2016-10-03,52.11922073364258,12.840326309204102
2016-10-04,52.56913757324219,12.979981422424316
2016-10-05,53.429500579833984,13.23465347290039
2016-10-06,53.571590423583984,13.325017929077148
2016-10-07,53.76102828979492,13.251079559326172
2016-10-10,54.17935562133789,13.390738487243652
2016-10-11,53.91887664794922,13.23465347290039
2016-10-12,53.776798248291016,13.168929100036621
2016-10-13,53.46897888183594,13.004627227783203
2016-10-14,53.29533004760742,13.144285202026367
2016-10-17,53.019046783447266,13.185357093811035
2016-10-18,53.437400817871094,13.357877731323242
2016-10-19,53.9504508972168,13.530397415161133
2016-10-20,53.879425048828125,13.604331970214844
2016-10-21,54.06096267700195,13.69469928741455
2016-10-24,54.36090850830078,13.776851654052734
2016-10-25,54.30565643310547,13.735774993896484
2016-10-26,54.566131591796875,13.859004974365234
2016-10-27,54.64506149291992,13.891862869262695
2016-10-28,54.55035400390625,13.702914237976074
2016-10-31,54.668731689453125,13.55504035949707
2016-11-01,54.4398307800293,13.64540958404541
2016-11-02,54.210933685302734,13.538610458374023
2016-11-03,53.974124908447266,13.538610458374023
2016-11-04,53.484764099121094,13.59611701965332
2016-11-07,55.158119201660156,13.974015235900879
2016-11-08,55.27652359008789,13.965800285339355
2016-11-09,57.81815719604492,14.762674331665039
2016-11-10,60.50185775756836,15.411672592163086
2016-11-11,60.53343963623047,15.625266075134277
2016-11-14,62.75933074951172,16.496078491210938
2016-11-15,62.640926361083984,16.561800003051758
2016-11-16,61.09384536743164,16.224977493286133
2016-11-17,61.58323287963867,16.496078491210938
2016-11-18,61.33855438232422,16.43035888671875
2016-11-21,61.6069221496582,16.701459884643555
2016-11-22,61.98578643798828,16.676809310913086
2016-11-23,62.246280670166016,16.890409469604492
2016-11-25,62.22260665893555,17.136859893798828
2016-11-28,61.820037841796875,16.676809310913086
2016-11-29,62.29363250732422,16.668594360351562
2016-11-30,63.2802734375,17.414827346801758
2016-12-01,64.55899810791016,17.728158950805664
2016-12-02,64.4090347290039,17.50553321838379
2016-12-05,65.71931457519531,18.008522033691406
2016-12-06,66.0587158203125,18.272377014160156
2016-12-07,66.35868072509766,18.610448837280273
2016-12-08,67.18745422363281,18.92378044128418
2016-12-09,67.47949981689453,19.039220809936523
2016-12-12,66.87963104248047,18.64342498779297
2016-12-13,66.9032974243164,18.64342498779297
2016-12-14,66.87963104248047,18.692899703979492
2016-12-15,67.8820571899414,19.09694480895996
2016-12-16,67.04536437988281,18.684661865234375
2016-12-19,67.43215942382812,18.536235809326172
2016-12-20,68.30040740966797,18.72588348388672
2016-12-21,68.47406005859375,18.6599178314209
2016-12-22,68.58455657958984,18.58570671081543
2016-12-23,68.71087646484375,18.635183334350586
2016-12-27,68.77399444580078,18.64342498779297
2016-12-28,68.27672576904297,18.412548065185547
2016-12-29,67.79523468017578,18.14044189453125
2016-12-30,68.11097717285156,18.222898483276367
2017-01-03,68.85293579101562,18.57745933532715
2017-01-04,68.97991180419922,18.92378044128418
2017-01-05,68.34497833251953,18.701148986816406
2017-01-06,68.35289001464844,18.701148986816406
2017-01-09,68.4005126953125,18.593957901000977
2017-01-10,68.59896087646484,18.915536880493164
2017-01-11,69.11486053466797,19.02273178100586
2017-01-12,68.44815826416016,18.8990478515625
2017-01-13,68.81324768066406,18.973255157470703
2017-01-17,66.31314086914062,18.181671142578125
2017-01-18,66.62265014648438,18.6599178314209
2017-01-19,66.11468505859375,18.57745933532715
2017-01-20,66.40836334228516,18.668169021606445
2017-01-23,66.44011688232422,18.602203369140625
2017-01-24,67.24172973632812,18.92378044128418
2017-01-25,68.28146362304688,19.270099639892578
2017-01-26,68.85293579101562,19.32781982421875
2017-01-27,68.99578857421875,19.26185417175293
2017-01-30,68.28146362304688,18.92378044128418
2017-01-31,67.17029571533203,18.668169021606445
2017-02-01,67.42430877685547,18.874305725097656
2017-02-02,67.13856506347656,18.734130859375
2017-02-03,69.1942367553711,19.204137802124023
2017-02-06,68.86881256103516,19.063961029052734
2017-02-07,68.8291244506836,18.882553100585938
2017-02-08,68.22592163085938,18.692899703979492
2017-02-09,69.2100830078125,19.063961029052734
2017-02-10,69.0513687133789,19.03097152709961
2017-02-13,69.96410369873047,19.294836044311523
2017-02-14,71.08320617675781,19.839048385620117
2017-02-15,71.90072631835938,20.267822265625
2017-02-16,71.85310363769531,20.267822265625
2017-02-17,71.614990234375,20.21834945678711
2017-02-21,72.23407745361328,20.4327335357666
2017-02-22,72.27375030517578,20.44097900390625
2017-02-23,72.32930755615234,20.267822265625
2017-02-24,71.69438934326172,19.979223251342773
2017-02-27,71.77373504638672,20.259578704833984
2017-02-28,71.92454528808594,20.350276947021484
2017-03-01,74.28974151611328,21.09051513671875
2017-03-02,73.13095092773438,20.867202758789062
2017-03-03,73.65478515625,21.0408935546875
2017-03-06,72.95632934570312,20.883745193481445
2017-03-07,72.55155181884766,20.850658416748047
2017-03-08,72.39280700683594,20.892019271850586
2017-03-09,72.67855072021484,20.966453552246094
2017-03-10,72.4483642578125,20.933368682861328
2017-03-13,72.51187133789062,20.92510223388672
2017-03-14,72.63091278076172,20.9416446685791
2017-03-15,72.8055419921875,20.825851440429688
2017-03-16,72.73410034179688,20.858932495117188
2017-03-17,71.97216033935547,20.561189651489258
2017-03-20,71.45625305175781,20.213808059692383
2017-03-21,69.36090850830078,19.03936004638672
2017-03-22,69.47199249267578,18.97319793701172
2017-03-23,69.36090850830078,19.08071517944336
2017-03-24,69.28153991699219,19.1220703125
2017-03-27,69.2418441772461,19.04762840270996
2017-03-28,70.3212890625,19.41982078552246
2017-03-29,70.05936431884766,19.312294006347656
2017-03-30,70.6625747680664,19.74237632751465
2017-03-31,69.71805572509766,19.51079750061035
2017-04-03,69.46407318115234,19.51079750061035
2017-04-04,69.69557189941406,19.38673210144043
2017-04-05,68.80154418945312,19.16341781616211
2017-04-06,69.03301239013672,19.23785972595215
2017-04-07,68.79352569580078,19.155153274536133
2017-04-10,68.5540771484375,19.03936004638672
2017-04-11,68.43433380126953,18.95665740966797
2017-04-12,68.17089080810547,18.733339309692383
2017-04-13,67.3726806640625,18.476943969726562
2017-04-17,68.53811645507812,18.865676879882812
2017-04-18,67.97931671142578,18.782962799072266
2017-04-19,67.42053985595703,18.807781219482422
2017-04-20,68.2906494140625,19.08071517944336
2017-04-21,67.46842956542969,18.782962799072266
2017-04-24,69.84722900390625,19.543874740600586
2017-04-25,70.45391082763672,19.833354949951172
2017-04-26,70.5896224975586,19.75891876220703
2017-04-27,69.93504333496094,19.560420989990234
2017-04-28,69.44811248779297,19.304025650024414
2017-05-01,69.49601745605469,19.527339935302734
2017-05-02,69.04901123046875,19.461172103881836
2017-05-03,69.44811248779297,19.6596736907959
2017-05-04,69.52793884277344,19.72583770751953
2017-05-05,69.44811248779297,19.634857177734375
2017-05-08,69.52793884277344,19.816816329956055
2017-05-09,69.24855041503906,19.833354949951172
2017-05-10,69.79136657714844,19.97395896911621
2017-05-11,69.57585144042969,19.907791137695312
2017-05-12,69.38423919677734,19.849895477294922
2017-05-15,69.71952056884766,19.899518966674805
2017-05-16,69.93504333496094,19.841629028320312
2017-05-17,67.26888275146484,18.667171478271484
2017-05-18,67.02142333984375,18.807781219482422
2017-05-19,67.67597198486328,19.064167022705078
2017-05-22,67.61212158203125,19.0559024810791
2017-05-23,68.45829010009766,19.34537696838379
2017-05-24,68.41838073730469,19.320571899414062
2017-05-25,68.1310043334961,19.229589462280273
2017-05-26,68.13896942138672,19.2213191986084
2017-05-30,66.97352600097656,18.94837760925293
2017-05-31,65.57658386230469,18.595714569091797
2017-06-01,66.30299377441406,18.778270721435547
