Date,LMT,NOC
2017-03-30,217.68142700195312,209.22625732421875
2017-03-31,215.31578063964844,208.1585235595703
2017-04-03,216.18475341796875,208.1322784423828
2017-04-04,216.89288330078125,207.98345947265625
2017-04-05,214.81695556640625,206.63568115234375
2017-04-06,214.92156982421875,207.1345672607422
2017-04-07,217.4319610595703,209.0075225830078
2017-04-10,216.4663543701172,209.47134399414062
2017-04-11,217.464111328125,210.96792602539062
2017-04-12,216.04798889160156,209.4888458251953
2017-04-13,215.63768005371094,210.22402954101562
2017-04-17,217.1503448486328,212.76206970214844
2017-04-18,216.26522827148438,212.8321075439453
2017-04-19,216.94921875,213.3222198486328
2017-04-20,218.7354278564453,214.2937469482422
2017-04-21,219.733154296875,215.58901977539062
2017-04-24,222.24354553222656,218.04833984375
2017-04-25,217.262939453125,217.1643829345703
2017-04-26,217.52847290039062,217.1031036376953
2017-04-27,218.1641845703125,217.40069580078125
2017-04-28,216.80433654785156,215.2651824951172
2017-05-01,215.98361206054688,213.84738159179688
2017-05-02,216.83653259277344,214.7137908935547
2017-05-03,216.92503356933594,214.87130737304688
2017-05-04,217.65724182128906,215.08139038085938
2017-05-05,219.6848907470703,217.84701538085938
2017-05-08,219.25843811035156,218.04833984375
2017-05-09,220.3607635498047,218.35467529296875
2017-05-10,218.6468963623047,217.14683532714844
2017-05-11,218.92852783203125,216.6304931640625
2017-05-12,218.2606964111328,216.56919860839844
2017-05-15,219.1376953125,217.26939392089844
2017-05-16,218.5745086669922,216.50799560546875
2017-05-17,216.63539123535156,215.5802764892578
2017-05-18,215.09048461914062,216.07037353515625
2017-05-19,219.49176025390625,218.6959686279297
2017-05-22,222.90338134765625,218.3196258544922
2017-05-23,223.97352600097656,219.36988830566406
2017-05-24,225.333251953125,221.75917053222656
2017-05-25,226.95050048828125,224.50732421875
2017-05-26,228.22988891601562,224.91867065429688
2017-05-30,226.82083129882812,224.2360382080078
2017-05-31,227.66311645507812,226.8704071044922
2017-06-01,227.525390625,226.33441162109375
2017-06-02,228.1732635498047,227.1339111328125
2017-06-05,226.8531494140625,224.57723999023438
2017-06-06,224.2213134765625,222.45106506347656
2017-06-07,224.62623596191406,223.75137329101562
2017-06-08,224.82058715820312,225.0428924560547
2017-06-09,224.31854248046875,225.52615356445312
2017-06-12,224.22940063476562,224.91110229492188
2017-06-13,225.4198760986328,226.31683349609375
2017-06-14,226.99087524414062,228.13555908203125
2017-06-15,227.5010528564453,227.23941040039062
2017-06-16,227.6468505859375,227.1954803466797
2017-06-19,228.6105194091797,229.55014038085938
2017-06-20,229.08836364746094,228.57484436035156
2017-06-21,229.16929626464844,228.68910217285156
2017-06-22,227.09622192382812,225.7018585205078
2017-06-23,227.2662353515625,226.14993286132812
2017-06-26,226.50506591796875,224.8759765625
2017-06-27,224.99066162109375,224.3312530517578
2017-06-28,226.76419067382812,226.29051208496094
2017-06-29,224.09988403320312,223.93585205078125
2017-06-30,224.81246948242188,225.5436553955078
2017-07-03,225.87339782714844,226.41348266601562
2017-07-05,228.69151306152344,228.68031311035156
2017-07-06,227.525390625,227.50296020507812
2017-07-07,230.95904541015625,230.18267822265625
2017-07-10,231.25863647460938,229.9982147216797
2017-07-11,231.9469757080078,230.75375366210938
2017-07-12,231.89837646484375,231.91348266601562
2017-07-13,232.22242736816406,231.82569885253906
2017-07-14,233.3317108154297,232.6778564453125
2017-07-17,233.62330627441406,232.6603546142578
2017-07-18,232.2466278076172,232.1595001220703
2017-07-19,235.38868713378906,232.75701904296875
2017-07-20,234.57888793945312,232.6251678466797
2017-07-21,234.13351440429688,233.0907745361328
2017-07-24,235.07284545898438,233.06451416015625
2017-07-25,234.70848083496094,231.99253845214844
2017-07-26,234.72467041015625,231.82569885253906
2017-07-27,233.3317108154297,229.10205078125
2017-07-28,235.1781005859375,232.03648376464844
2017-07-31,236.57101440429688,231.18423461914062
2017-08-01,236.99212646484375,232.510986328125
2017-08-02,238.65225219726562,234.43504333496094
2017-08-03,239.55929565429688,236.14833068847656
2017-08-04,240.51480102539062,236.55247497558594
2017-08-07,240.63623046875,236.85121154785156
2017-08-08,243.02525329589844,237.06210327148438
2017-08-09,247.17144775390625,239.94381713867188
2017-08-10,245.57623291015625,237.70346069335938
2017-08-11,245.9810791015625,236.587646484375
2017-08-14,249.08265686035156,238.4502410888672
2017-08-15,247.9652099609375,238.22181701660156
2017-08-16,247.64114379882812,237.21141052246094
2017-08-17,244.0941619873047,235.57725524902344
2017-08-18,242.29644775390625,235.1204071044922
2017-08-21,244.46676635742188,235.199462890625
2017-08-22,246.83140563964844,239.69778442382812
2017-08-23,245.24412536621094,237.896728515625
2017-08-24,245.04981994628906,236.81201171875
2017-08-25,245.2117462158203,237.5086669921875
2017-08-28,245.86761474609375,236.24766540527344
2017-08-29,249.5361328125,238.7344970703125
2017-08-30,249.519775390625,238.990234375
2017-08-31,248.7786407470703,240.04837036132812
2017-09-01,246.1718292236328,237.0677490234375
