Date,HII,GD
2015-04-10,117.20574951171875,108.4469223022461
2015-04-13,115.76130676269531,107.53729248046875
2015-04-14,114.72956848144531,106.20472717285156
2015-04-15,115.33209991455078,105.80575561523438
2015-04-16,116.01719665527344,106.24463653564453
2015-04-17,113.4914779663086,104.74452209472656
2015-04-20,114.03623962402344,106.34834289550781
2015-04-21,114.90291595458984,106.23664855957031
2015-04-22,115.35682678222656,106.69147491455078
2015-04-23,114.73783874511719,105.96536254882812
2015-04-24,115.19181060791016,107.00263977050781
2015-04-27,114.00321960449219,106.57177734375
2015-04-28,113.26039123535156,106.50794982910156
2015-04-29,112.82293701171875,110.53749084472656
2015-04-30,108.61339569091797,109.57200622558594
2015-05-01,110.56961059570312,111.8221206665039
2015-05-04,111.97279357910156,112.18920135498047
2015-05-05,110.49532318115234,110.0986328125
2015-05-06,110.37976837158203,109.8193588256836
2015-05-07,101.96075439453125,110.35395050048828
2015-05-08,98.01537322998047,113.03499603271484
2015-05-11,99.83123016357422,111.88597869873047
2015-05-12,99.60011291503906,111.25564575195312
2015-05-13,101.18487548828125,110.9284896850586
2015-05-14,102.47248840332031,112.46050262451172
2015-05-15,101.44075012207031,111.79821014404297
2015-05-18,101.93597412109375,111.93389892578125
2015-05-19,99.45154571533203,111.75035095214844
2015-05-20,100.8051986694336,111.67054748535156
2015-05-21,101.63059997558594,112.40463256835938
2015-05-22,101.40773010253906,111.4231948852539
2015-05-26,100.97028350830078,110.10663604736328
2015-05-27,102.60993957519531,112.15730285644531
2015-05-28,102.19586944580078,112.03762817382812
2015-05-29,102.67616271972656,111.838134765625
2015-06-01,100.80464935302734,111.90990447998047
2015-06-02,100.97026062011719,112.18920135498047
2015-06-03,100.84603881835938,112.25304412841797
2015-06-04,98.85860443115234,110.89657592773438
2015-06-05,99.09874725341797,111.08806610107422
2015-06-08,98.46941375732422,110.3858871459961
2015-06-09,97.25211334228516,110.65717315673828
2015-06-10,98.33692169189453,112.93925476074219
2015-06-11,98.15471649169922,113.50579071044922
2015-06-12,97.82347106933594,113.3462142944336
2015-06-15,96.6393051147461,113.32225799560547
2015-06-16,96.77180480957031,114.28777313232422
2015-06-17,97.3680191040039,115.30113983154297
2015-06-18,97.69926452636719,116.49007415771484
2015-06-19,97.25211334228516,115.77192687988281
2015-06-22,97.73240661621094,115.99536895751953
2015-06-23,98.7923812866211,115.99536895751953
2015-06-24,96.28323364257812,116.11502075195312
2015-06-25,96.21696472167969,115.00589752197266
2015-06-26,95.09903717041016,116.29057312011719
2015-06-29,93.119873046875,113.17864990234375
2015-06-30,93.23580169677734,113.61165618896484
2015-07-01,94.22953033447266,114.79835510253906
2015-07-02,93.6333236694336,114.78231048583984
2015-07-06,93.79064178466797,114.93461608886719
2015-07-07,94.66844940185547,115.18321990966797
2015-07-08,92.68926239013672,114.06867980957031
2015-07-09,93.23580169677734,115.36766815185547
2015-07-10,94.54422760009766,117.147705078125
2015-07-13,96.23352813720703,117.2519760131836
2015-07-14,96.97882843017578,117.84532928466797
2015-07-15,95.8443374633789,118.06979370117188
2015-07-16,97.37631225585938,119.03201293945312
2015-07-17,96.57305908203125,119.19239044189453
2015-07-20,96.20042419433594,119.48104858398438
2015-07-21,95.61248016357422,117.300048828125
2015-07-22,94.98311614990234,116.44207763671875
2015-07-23,95.09903717041016,116.10533905029297
2015-07-24,92.78036499023438,114.35734558105469
2015-07-27,92.95427703857422,114.18894958496094
2015-07-28,95.11560821533203,115.69642639160156
2015-07-29,97.28524017333984,120.24280548095703
2015-07-30,96.56477355957031,120.4993667602539
2015-07-31,97.22724151611328,119.56124114990234
2015-08-03,95.83609008789062,119.35275268554688
2015-08-04,96.01820373535156,119.31265258789062
2015-08-05,96.98711395263672,120.13057708740234
2015-08-06,101.24353790283203,119.84185791015625
2015-08-07,95.90229797363281,120.05033874511719
2015-08-10,99.82749938964844,121.8464584350586
2015-08-11,98.52738952636719,120.75597381591797
2015-08-12,97.45915222167969,120.58757781982422
2015-08-13,97.03680419921875,120.7079086303711
2015-08-14,98.70954132080078,121.56578063964844
2015-08-17,99.47969818115234,122.5600357055664
2015-08-18,99.81095123291016,122.90486145019531
2015-08-19,97.97251892089844,122.47985076904297
2015-08-20,93.39315795898438,119.41691589355469
2015-08-21,91.14900970458984,116.40196228027344
2015-08-24,88.90485382080078,112.9060287475586
2015-08-25,86.84288787841797,111.32642364501953
2015-08-26,90.93274688720703,115.50395202636719
2015-08-27,94.04169464111328,116.40196228027344
2015-08-28,94.4074478149414,115.88886260986328
2015-08-31,93.58451080322266,113.88428497314453
2015-09-01,89.40319061279297,111.36650848388672
2015-09-02,94.98101043701172,114.2209701538086
2015-09-03,94.756591796875,114.99081420898438
2015-09-04,93.60942077636719,113.20269775390625
2015-09-08,96.42744445800781,115.77661895751953
2015-09-09,95.42158508300781,114.237060546875
2015-09-10,95.78736114501953,112.82585144042969
2015-09-11,96.04505920410156,113.76396942138672
2015-09-14,95.62943267822266,112.77767944335938
2015-09-15,96.67683410644531,113.69181823730469
2015-09-16,96.75994873046875,113.73191833496094
2015-09-17,95.82891845703125,113.50737762451172
2015-09-18,92.76984405517578,111.64715576171875
2015-09-21,92.1297836303711,112.03199005126953
2015-09-22,90.61685943603516,110.61274719238281
2015-09-23,89.14549255371094,109.5062255859375
2015-09-24,89.01250457763672,111.06181335449219
2015-09-25,87.8819580078125,110.66890716552734
2015-09-28,86.43558502197266,108.33555603027344
2015-09-29,87.57439422607422,108.72046661376953
2015-09-30,89.07069396972656,110.61274719238281
2015-10-01,87.90691375732422,110.79721069335938
2015-10-02,88.89612579345703,111.5589599609375
2015-10-05,90.02666473388672,115.56011199951172
2015-10-06,90.02666473388672,112.78577423095703
2015-10-07,91.6226806640625,113.0999984741211
2015-10-08,92.66178894042969,114.34898376464844
2015-10-09,94.3575668334961,115.00166320800781
2015-10-12,93.01091766357422,115.78328704833984
2015-10-13,91.040771484375,114.18778991699219
2015-10-14,90.28433227539062,112.40701293945312
2015-10-15,90.02666473388672,113.84935760498047
2015-10-16,88.3142318725586,114.17975616455078
2015-10-19,86.97586822509766,113.8171615600586
2015-10-20,87.46633911132812,113.8171615600586
2015-10-21,87.48296356201172,115.29975128173828
2015-10-22,88.67167663574219,118.6518783569336
2015-10-23,90.38410949707031,119.48182678222656
2015-10-26,89.4780044555664,119.37706756591797
2015-10-27,91.5478515625,119.57853698730469
2015-10-28,93.69257354736328,121.49626922607422
2015-10-29,94.61526489257812,120.84358215332031
2015-10-30,99.70264434814453,119.72354125976562
2015-11-02,100.65029907226562,119.83634185791016
2015-11-03,101.10749053955078,118.58737182617188
2015-11-04,100.06009674072266,118.676025390625
2015-11-05,108.17327880859375,118.50685119628906
2015-11-06,107.23397064208984,117.58016204833984
2015-11-09,106.05358123779297,116.26673126220703
2015-11-10,106.53569793701172,115.98470306396484
2015-11-11,108.5473861694336,115.47708129882812
2015-11-12,106.39437866210938,114.30060577392578
2015-11-13,105.97875213623047,113.29341125488281
2015-11-16,109.27059173583984,115.45292663574219
2015-11-17,109.51994323730469,115.1225357055664
2015-11-18,109.25394439697266,115.79940795898438
2015-11-19,111.45681762695312,116.99999237060547
2015-11-20,111.82257080078125,117.2417221069336
2015-11-23,111.11599731445312,116.50849914550781
2015-11-24,111.68338012695312,117.26592254638672
2015-11-25,110.39006805419922,116.98388671875
2015-11-27,110.78223419189453,117.29009246826172
2015-11-30,109.23860168457031,118.01532745361328
2015-12-01,111.59992218017578,118.93390655517578
2015-12-02,109.48060607910156,117.12090301513672
2015-12-03,108.55439758300781,114.38927459716797
2015-12-04,111.04090118408203,115.90410614013672
2015-12-07,110.58200073242188,115.29975128173828
2015-12-08,108.95494079589844,114.4214859008789
2015-12-09,107.3529052734375,112.94688415527344
2015-12-10,107.20269012451172,112.80989837646484
2015-12-11,105.61732482910156,111.06941223144531
2015-12-14,105.47551727294922,112.1572265625
2015-12-15,105.93441772460938,111.23057556152344
2015-12-16,107.27777862548828,112.51985931396484
2015-12-17,105.95945739746094,111.3272705078125
2015-12-18,104.67449188232422,110.15890502929688
2015-12-21,106.1764144897461,111.27086639404297
2015-12-22,106.59358215332031,112.76158142089844
2015-12-23,107.15262603759766,112.72125244140625
2015-12-24,108.01205444335938,112.68097686767578
2015-12-28,107.04417419433594,112.47956085205078
2015-12-29,108.03707885742188,113.0838851928711
2015-12-30,106.50182342529297,112.2136459350586
2015-12-31,105.84264373779297,110.68266296386719
2016-01-04,103.64817810058594,109.6432113647461
2016-01-05,105.9844970703125,110.10249328613281
2016-01-06,106.3599624633789,108.99049377441406
2016-01-07,104.20722198486328,105.396728515625
2016-01-08,106.15138244628906,104.9051742553711
2016-01-11,105.52555084228516,105.79151153564453
2016-01-12,107.65328216552734,106.75846862792969
2016-01-13,102.55513000488281,104.53096008300781
2016-01-14,104.265625,104.52289581298828
2016-01-15,103.17257690429688,102.05235290527344
2016-01-19,101.62895202636719,103.17826080322266
2016-01-20,101.77915954589844,100.58625793457031
2016-01-21,101.30354309082031,100.69967651367188
2016-01-22,102.51339721679688,102.36014556884766
2016-01-25,101.67903137207031,100.92646026611328
2016-01-26,104.11544036865234,103.17826080322266
2016-01-27,101.9293212890625,104.49044799804688
2016-01-28,102.17132568359375,104.20697021484375
2016-01-29,106.7020492553711,108.35418701171875
2016-02-01,105.73414611816406,108.23267364501953
2016-02-02,103.94857025146484,108.1597900390625
2016-02-03,104.82467651367188,108.37039947509766
2016-02-04,105.09169006347656,109.63400268554688
2016-02-05,104.61605834960938,108.7024917602539
2016-02-08,104.44084167480469,107.13105773925781
2016-02-09,104.6828384399414,107.0257568359375
2016-02-10,108.00371551513672,107.78717041015625
2016-02-11,107.1609878540039,104.1502456665039
2016-02-12,109.55567932128906,105.44628143310547
2016-02-16,112.09224700927734,106.5235824584961
2016-02-17,112.526123046875,109.37477111816406
2016-02-18,110.9908218383789,109.39099884033203
2016-02-19,110.98249053955078,109.56108856201172
2016-02-22,112.25074768066406,110.6626968383789
2016-02-23,110.87403106689453,110.08757781982422
2016-02-24,110.85733032226562,109.4719467163086
2016-02-25,111.80020904541016,111.16490936279297
2016-02-26,111.43309020996094,111.05960083007812
2016-02-29,109.35542297363281,110.37921142578125
2016-03-01,110.81562042236328,111.97488403320312
2016-03-02,110.1120834350586,109.84459686279297
2016-03-03,111.84578704833984,109.94986724853516
2016-03-04,112.07191467285156,109.5772933959961
2016-03-07,110.79048919677734,107.18778991699219
2016-03-08,108.94786834716797,106.43447875976562
2016-03-09,110.28792572021484,106.84757232666016
2016-03-10,110.5057144165039,108.19221496582031
2016-03-11,112.28131866455078,109.77165222167969
2016-03-14,111.06685638427734,108.71057891845703
2016-03-15,112.5074691772461,107.96540069580078
2016-03-16,113.4120101928711,108.5323715209961
2016-03-17,115.22944641113281,108.6376953125
2016-03-18,116.01679992675781,109.7149887084961
2016-03-21,115.44721984863281,109.17227172851562
2016-03-22,115.23786163330078,109.54491424560547
2016-03-23,115.90787506103516,108.79971313476562
2016-03-24,115.02009582519531,104.55524444580078
2016-03-28,114.78556060791016,105.96466064453125
2016-03-29,115.73197937011719,106.80709838867188
2016-03-30,115.9665298461914,106.70176696777344
2016-03-31,114.6934585571289,106.41019439697266
2016-04-01,115.12898254394531,107.19589233398438
2016-04-04,115.49745178222656,106.66938018798828
2016-04-05,115.03685760498047,105.98087310791016
2016-04-06,117.8342056274414,107.3170166015625
2016-04-07,116.36852264404297,107.04817962646484
2016-04-08,116.77056121826172,108.2865982055664
2016-04-11,116.49414825439453,107.46366119384766
2016-04-12,118.35348510742188,108.80799865722656
2016-04-13,119.8862075805664,109.43539428710938
2016-04-14,120.2882308959961,108.8243179321289
2016-04-15,119.74385833740234,109.83457946777344
2016-04-18,120.56463623046875,111.04036712646484
2016-04-19,121.0001220703125,111.36627197265625
2016-04-20,120.65674591064453,111.38255310058594
2016-04-21,120.39712524414062,112.2054672241211
2016-04-22,120.77401733398438,112.35210418701172
2016-04-25,119.7773666381836,111.44774627685547
2016-04-26,120.92478942871094,113.0120620727539
2016-04-27,122.63337707519531,117.00428771972656
2016-04-28,121.57809448242188,115.00814056396484
2016-04-29,121.25143432617188,114.48675537109375
2016-05-02,122.25650024414062,115.55403137207031
2016-05-03,122.23971557617188,115.96953582763672
2016-05-04,121.55291748046875,115.22811126708984
2016-05-05,126.57823944091797,115.85547637939453
2016-05-06,129.98703002929688,116.86576843261719
2016-05-09,129.2835235595703,116.4828109741211
2016-05-10,130.79942321777344,118.71520233154297
2016-05-11,128.70553588867188,118.10418701171875
2016-05-12,128.6636505126953,118.38932037353516
2016-05-13,127.50790405273438,117.62344360351562
2016-05-16,129.20811462402344,118.43820190429688
2016-05-17,128.9149627685547,118.13671112060547
2016-05-18,129.2583465576172,117.57461547851562
2016-05-19,129.01547241210938,116.98792266845703
2016-05-20,129.41749572753906,117.82711029052734
2016-05-23,129.08242797851562,115.8962173461914
2016-05-24,126.9383316040039,116.47466278076172
2016-05-25,127.5770263671875,116.4828109741211
2016-05-26,129.59376525878906,116.36876678466797
2016-05-27,129.971923828125,116.61320495605469
2016-05-31,128.91310119628906,115.58660125732422
2016-06-01,131.61048889160156,115.2607421875
2016-06-02,131.71136474609375,114.16898345947266
2016-06-03,132.42562866210938,114.25041198730469
2016-06-06,133.1230926513672,114.34007263183594
2016-06-07,132.87103271484375,114.92666625976562
2016-06-08,136.78684997558594,115.27704620361328
2016-06-09,137.6019744873047,115.67620086669922
2016-06-10,137.10618591308594,115.3095932006836
2016-06-13,134.03067016601562,113.33792114257812
2016-06-14,133.85415649414062,113.59867858886719
2016-06-15,134.24911499023438,114.15267181396484
2016-06-16,133.820556640625,113.86752319335938
2016-06-17,134.24072265625,113.24015045166016
2016-06-20,134.98016357421875,114.81260681152344
2016-06-21,135.543212890625,113.58233642578125
2016-06-22,136.13143920898438,113.07722473144531
2016-06-23,136.97174072265625,113.8838119506836
2016-06-24,135.05580139160156,110.91816711425781
2016-06-27,133.69456481933594,108.40876007080078
2016-06-28,135.16506958007812,109.12574768066406
2016-06-29,138.19021606445312,111.13323974609375
2016-06-30,141.19854736328125,114.09123229980469
2016-07-01,141.4506378173828,115.81194305419922
2016-07-05,143.10609436035156,113.41117858886719
2016-07-06,144.87074279785156,114.6238021850586
2016-07-07,143.97161865234375,113.64057159423828
2016-07-08,144.97157287597656,115.10726928710938
2016-07-11,146.09759521484375,115.68905639648438
2016-07-12,145.4925537109375,115.97581481933594
2016-07-13,145.5009765625,116.1314926147461
2016-07-14,144.50938415527344,116.81159210205078
2016-07-15,144.2068634033203,116.42645263671875
2016-07-18,143.13124084472656,115.53335571289062
2016-07-19,142.3665771484375,117.42613220214844
2016-07-20,142.57666015625,118.43394470214844
2016-07-21,141.86239624023438,117.05742645263672
2016-07-22,142.12294006347656,117.80304718017578
2016-07-25,141.6018524169922,117.7620849609375
2016-07-26,143.54302978515625,118.40937042236328
2016-07-27,144.13125610351562,120.14649963378906
2016-07-28,145.0051727294922,120.53162384033203
2016-07-29,145.02195739746094,120.35956573486328
2016-08-01,145.1564483642578,122.16217803955078
2016-08-02,145.03878784179688,121.44930267333984
2016-08-03,146.2908477783203,121.11334991455078
2016-08-04,145.19845581054688,120.75284576416016
2016-08-05,142.83714294433594,121.998291015625
2016-08-08,140.97164916992188,121.35919189453125
2016-08-09,142.24891662597656,121.736083984375
2016-08-10,140.24893188476562,124.11231231689453
2016-08-11,141.06410217285156,123.9730453491211
2016-08-12,140.16497802734375,124.11231231689453
2016-08-15,142.24891662597656,125.69371795654297
2016-08-16,138.8540496826172,124.8743667602539
2016-08-17,139.39190673828125,125.34138488769531
2016-08-18,140.7027587890625,124.89891815185547
2016-08-19,140.98004150390625,124.85797119140625
2016-08-22,141.55990600585938,124.72683715820312
2016-08-23,140.6607666015625,124.66946411132812
2016-08-24,140.44163513183594,124.78423309326172
2016-08-25,140.54273986816406,125.10375213623047
2016-08-26,139.79261779785156,124.20248413085938
2016-08-29,140.74505615234375,125.21849060058594
2016-08-30,139.4217529296875,125.00543212890625
2016-08-31,139.21102905273438,124.72683715820312
2016-09-01,139.87689208984375,125.23485565185547
2016-09-02,140.50904846191406,126.0296859741211
2016-09-06,140.78720092773438,126.70158386230469
2016-09-07,140.29830932617188,125.4560775756836
2016-09-08,140.40782165527344,124.8743667602539
2016-09-09,137.31466674804688,122.8340835571289
2016-09-12,138.29237365722656,124.39092254638672
2016-09-13,135.6121368408203,123.39945983886719
2016-09-14,134.4069366455078,122.76849365234375
2016-09-15,134.7608642578125,124.67769622802734
2016-09-16,131.78570556640625,123.52234649658203
2016-09-19,130.36129760742188,124.68589782714844
2016-09-20,125.67511749267578,124.43186950683594
2016-09-21,126.4674072265625,125.44792938232422
2016-09-22,129.82188415527344,126.88998413085938
2016-09-23,129.34144592285156,126.0296859741211
2016-09-26,130.23486328125,126.07882690429688
2016-09-27,129.67019653320312,127.23411560058594
2016-09-28,130.47927856445312,127.83235931396484
2016-09-29,128.5576171875,127.50457763671875
2016-09-30,129.30772399902344,127.13583374023438
2016-10-03,129.3920135498047,126.76709747314453
2016-10-04,129.6280517578125,125.81661987304688
2016-10-05,130.3191375732422,126.58245849609375
2016-10-06,131.5328826904297,126.92828369140625
2016-10-07,130.8754119873047,125.95660400390625
2016-10-10,131.72666931152344,125.8989486694336
2016-10-11,129.91456604003906,123.18977355957031
2016-10-12,131.4317169189453,123.5191421508789
2016-10-13,131.13673400878906,124.35084533691406
2016-10-14,131.9879150390625,124.62261199951172
2016-10-17,134.23829650878906,123.91443634033203
2016-10-18,135.3424530029297,125.06729125976562
2016-10-19,134.0697784423828,124.68849182128906
2016-10-20,132.48521423339844,124.1038589477539
2016-10-21,131.21253967285156,123.66740417480469
2016-10-24,131.4654083251953,124.70498657226562
2016-10-25,131.9879150390625,125.65193939208984
2016-10-26,134.25518798828125,124.4579086303711
2016-10-27,134.12034606933594,123.626220703125
2016-10-28,134.91258239746094,124.75440979003906
2016-10-31,135.99984741210938,124.1285171508789
2016-11-01,136.17686462402344,123.50270080566406
2016-11-02,134.828369140625,123.2474136352539
2016-11-03,125.36324310302734,123.54388427734375
2016-11-04,123.68598937988281,123.36270904541016
2016-11-07,125.53181457519531,125.48726654052734
2016-11-08,126.77923583984375,126.63188934326172
2016-11-09,141.25070190429688,133.47486877441406
2016-11-10,145.7261505126953,137.114501953125
2016-11-11,147.16746520996094,138.79434204101562
2016-11-14,149.13966369628906,140.1448974609375
2016-11-15,144.33547973632812,138.35794067382812
2016-11-16,146.97352600097656,136.56280517578125
2016-11-17,149.10594177246094,136.38987731933594
2016-11-18,148.4401092529297,137.20504760742188
2016-11-21,148.50750732421875,138.6954803466797
2016-11-22,151.31529235839844,140.1366424560547
2016-11-23,150.30047607421875,140.44131469726562
2016-11-25,152.90525817871094,141.7012176513672
2016-11-28,152.2455596923828,142.18704223632812
2016-11-29,152.6938018798828,144.21275329589844
2016-11-30,151.18003845214844,144.39390563964844
2016-12-01,151.62820434570312,145.25851440429688
2016-12-02,152.94757080078125,147.12779235839844
2016-12-05,155.01954650878906,147.00428771972656
2016-12-06,155.50152587890625,146.6501922607422
2016-12-07,155.56077575683594,146.93014526367188
2016-12-08,153.24349975585938,143.010498046875
2016-12-09,153.4972686767578,144.4268798828125
2016-12-12,150.7063751220703,143.06817626953125
2016-12-13,149.30252075195312,143.53753662109375
2016-12-14,149.04029846191406,143.06817626953125
2016-12-15,151.9664764404297,143.38104248046875
2016-12-16,154.25839233398438,143.61985778808594
2016-12-19,155.78916931152344,143.80101013183594
2016-12-20,158.9605712890625,144.31982421875
2016-12-21,156.3303985595703,143.36460876464844
2016-12-22,158.9098358154297,143.71865844726562
2016-12-23,158.1571502685547,144.31163024902344
2016-12-27,156.83779907226562,143.75987243652344
2016-12-28,155.70455932617188,142.5
2016-12-29,156.16122436523438,142.63169860839844
2016-12-30,155.77223205566406,142.17880249023438
2017-01-03,159.8823699951172,144.4762725830078
2017-01-04,162.2672882080078,144.5503692626953
2017-01-05,165.43028259277344,145.0444793701172
2017-01-06,163.68807983398438,146.13148498535156
2017-01-09,161.06640625,144.98683166503906
2017-01-10,161.78529357910156,145.22560119628906
2017-01-11,160.97332763671875,145.8102569580078
2017-01-12,161.5907440185547,145.3573455810547
2017-01-13,162.0220489501953,146.48556518554688
2017-01-17,160.3560028076172,144.90447998046875
2017-01-18,161.4807586669922,145.54953002929688
2017-01-19,164.76219177246094,147.05471801757812
2017-01-20,165.5148162841797,147.44345092773438
2017-01-23,163.67965698242188,146.5751190185547
2017-01-24,164.71145629882812,146.5916290283203
2017-01-25,162.9861602783203,144.9954376220703
2017-01-26,164.32240295410156,146.63291931152344
2017-01-27,161.97975158691406,153.11683654785156
2017-01-30,162.8931427001953,150.9087371826172
2017-01-31,164.0348663330078,149.75912475585938
2017-02-01,163.04534912109375,149.71780395507812
2017-02-02,164.70298767089844,149.1636505126953
2017-02-03,168.53407287597656,151.44630432128906
2017-02-06,168.6778564453125,151.38009643554688
2017-02-07,168.30567932128906,151.52076721191406
2017-02-08,167.99282836914062,151.46279907226562
2017-02-09,168.1873321533203,151.0079803466797
2017-02-10,169.43899536132812,152.5048828125
2017-02-13,170.1493377685547,154.32437133789062
2017-02-14,171.3333740234375,154.8454132080078
2017-02-15,173.9635467529297,155.47393798828125
2017-02-16,177.54934692382812,156.09422302246094
2017-02-17,179.21542358398438,156.35885620117188
2017-02-21,179.8497314453125,156.79714965820312
2017-02-22,182.04856872558594,157.04534912109375
2017-02-23,181.27894592285156,155.7302703857422
2017-02-24,183.50323486328125,156.83023071289062
2017-02-27,184.4757843017578,157.4670867919922
2017-02-28,184.7886962890625,156.9791259765625
2017-03-01,186.1201171875,159.1294708251953
2017-03-02,185.14488220214844,158.0046844482422
2017-03-03,185.56887817382812,156.84683227539062
2017-03-06,184.89895629882812,157.91368103027344
2017-03-07,184.67845153808594,158.3520050048828
2017-03-08,182.65162658691406,157.45057678222656
2017-03-09,181.2268829345703,157.41749572753906
2017-03-10,179.53079223632812,157.83096313476562
2017-03-13,180.84527587890625,158.42642211914062
2017-03-14,179.35272216796875,156.9294891357422
2017-03-15,179.471435546875,158.50914001464844
2017-03-16,178.22483825683594,157.67385864257812
2017-03-17,181.24386596679688,159.84071350097656
2017-03-20,179.20008850097656,158.7738037109375
2017-03-21,175.64682006835938,156.0529022216797
2017-03-22,177.1223907470703,156.8054656982422
2017-03-23,176.34222412109375,156.7723846435547
2017-03-24,173.78958129882812,155.0852508544922
2017-03-27,171.3726348876953,153.40635681152344
2017-03-28,171.6949005126953,155.8461151123047
2017-03-29,171.41505432128906,155.72201538085938
2017-03-30,171.63548278808594,156.12725830078125
2017-03-31,169.81224060058594,154.820556640625
2017-04-03,171.16912841796875,155.2672119140625
2017-04-04,171.35568237304688,155.2506103515625
2017-04-05,168.48080444335938,154.39501953125
2017-04-06,169.98178100585938,154.76876831054688
2017-04-07,172.83128356933594,156.21434020996094
2017-04-10,172.90765380859375,155.89862060546875
2017-04-11,174.3747100830078,156.4967803955078
2017-04-12,172.70408630371094,154.80206298828125
2017-04-13,172.12741088867188,155.1260223388672
2017-04-17,170.27862548828125,156.9204559326172
2017-04-18,169.00660705566406,155.666015625
2017-04-19,169.65110778808594,155.97341918945312
2017-04-20,169.65110778808594,156.28909301757812
2017-04-21,169.29493713378906,156.96200561523438
2017-04-24,172.76341247558594,159.4293212890625
2017-04-25,173.84893798828125,160.53424072265625
2017-04-26,172.220703125,161.87171936035156
2017-04-27,171.4659423828125,162.02127075195312
2017-04-28,170.36346435546875,160.99111938476562
2017-05-01,169.21859741210938,160.4594268798828
2017-05-02,170.16842651367188,161.22378540039062
2017-05-03,170.49916076660156,161.31515502929688
2017-05-04,159.61026000976562,161.62249755859375
2017-05-05,165.79251098632812,162.80218505859375
2017-05-08,165.6313934326172,163.1012420654297
2017-05-09,166.20803833007812,163.3172149658203
2017-05-10,166.6151123046875,161.48959350585938
2017-05-11,165.8603515625,161.97967529296875
2017-05-12,164.59678649902344,162.4864959716797
2017-05-15,167.3190155029297,162.14585876464844
2017-05-16,166.44546508789062,162.23724365234375
2017-05-17,162.103515625,159.5124053955078
2017-05-18,161.4165802001953,160.0357666015625
2017-05-19,165.7840118408203,162.7191162109375
2017-05-22,166.1571502685547,164.2808837890625
2017-05-23,166.2419891357422,165.5851593017578
2017-05-24,166.08883666992188,166.13345336914062
2017-05-25,167.95176696777344,167.05563354492188
2017-05-26,166.99905395507812,168.01095581054688
2017-05-30,165.09356689453125,167.81988525390625
2017-05-31,166.5652618408203,168.85003662109375
2017-06-01,165.27223205566406,168.2436065673828
2017-06-02,164.84690856933594,169.22386169433594
2017-06-05,162.62677001953125,167.3712921142578
